text,label
leaving bank last day month orso employer contribution calculated prorata basis,910
submitted form claim baby bonus check processed,586
transfer computer another location,228
flex covers expenses incurred health wellness family lifestyle needs,423
documents covered fallback protocol,405
export gif,167
apply onbehalf colleague via uams,10
would like inquire medical claimsbenefits claim company im pregnant,559
leave today,552
indicate interest one opportunity,1137
buy license,660
team mate leave details,552
group privacy policy,303
laptop upgrade,249
emails automatically moved online archive online archive mirror image mailbox delete move emails folder would also update online archive,638
able reject request give feedback another colleague,978
long apply patent,454
check ie version,177
apply new shared mailbox,617
ricoh copier cartridge,1017
covered isda definitions booklet,400
dont full servie year manay days,551
check bank locked,45
came back work claim transport expenses,891
give access share calendar,599
need help map shared drive,718
claim ot,868
last month orso contribution arrangement final payment,910
reset password voicemailbox,1234
entertain public official,358
ra agent missing,99
need help excel,605
teams voicemail working,665
sanctions laws regulations,1054
would like know update new passport number,1116
know approach grant access udma,1210
piyush announced new share scheme provide info,1101
get salary earned past,864
filter unread emails,695
ep expire,1124
setting printer,1013
cybersecure pin,20
tell clients fallback protocol,398
got married recently take medical insurance wife,565
excess minimum mpf benefits,898
previous president removed pep,323
generate visa sponsorship letter business,930
dbs group medical insurance benefits,575
claimed iflex,423
owa outlook,652
dial conference,1227
nb battery power,198
printing document,1024
unable open file tif even though app downloaded,608
know leave,542
request software,191
taking leave,552
microsoft teams issue,66
balance score card,997
cancel skills flex,1150
ambulance services charge us dbs,582
finding appointment letter,818
new hire eligible internal mobility,470
im retiring accordingly banks retirement policy age fully withdraw orso vested benefits,911
advise make changes outside appt record people hub,933
software need download print tif file,608
may request cancellation resignation,931
install printer,1013
raise laptop request,221
need raise request functional id,17
flu vaccine,363
web isolawtion,295
customer isda primary member ,399
going hand surgery told submit letter guarantee may know process,574
colleague unable access internet application,796
tell pdr,1000
cyber secure apps,20
available network cannot seen,796
explain transaction screening,1067
client insists accept angbao,347
change orso investment plan,843
hi suddenly able launch outlook,632
technical issues blackberry uem,754
auto loan rate staff,515
hr contact person,370
want know economic sanctions standard,1059
performance appraisal,989
iflex amount,410
want reach team handling trademark,448
install angular,191
want information ofac,1025
many staff borrow books klib services,1187
check team sanctionsrelated transactions processed,1073
studies support,1157
hpv covered banks insurance,575
cannot open teams,247
need refresh laptop raise ticket,243
got notice sent email cannot delievered,626
tell ssi,1058
details contact person help process gesp application,1156
search results show old emails,609
new hire bank password,820
documents protocol covered documents,405
sponsorship certified publicrnaccountant cpa,1157
get contract completion bonus told entitled contract completion bonus fulfilling contract,845
date bonus given,906
ce hr shown horizon,1180
know report,944
changed bank id password cannot log computer,15
apply access intralink uams,18
shield companion scheme,585
lan network,797
enable room finder,659
want find comprehensive sanctions,1038
pls advise blp charge team,1192
see dependent benieficiarynominee details corporate insurance programe,565
want know sanctions screening,1064
mac printer configuration,1013
mobile email compatible devices,769
tell customers payments stopped,1081
steps add emergency contact number work day portal,936
blackberry offline,754
turn desktop pop,237
receive payment leave encashment,551
trouble teams,66
pls share steps change personal info details via ihealth app,437
wireless icon,794
file request firewall,790
lexmark security setup pin,1007
want put staff promotion missed submission date hr reopen pdr,951
excel save pdf extra page,231
unable open website,136
blackberry supported models,769
customer calling debit tagging current account ,476
submit exclusion website web isolation,295
fcss investigations ,486
getting timeout error retrieving data dbshist cube,61
sending large file,1
install jav,191
find info whether svc provider substituted,835
blank screen os update,211
add baby details,1115
kind mailbox get functional id,624
 holiday list,553
share file onedrive everyone want share external users,674
new joiner company would like ask need goals development plan ,963
cannot login outlook mail,691
apply transfer,470
adp app,191
receive medical insurance card,567
change mpf fund choice,860
arrangements new hire prior joining,812
cannot print ricoh printer,1017
