,utterance,pred_idx,pred_values
3453,view personal leave calendar,150,leave.leave_guidelines
3454,contact facility management,150,leave.leave_guidelines
3455,retrieve appointment letter,150,leave.leave_guidelines
3456,retrieve year end review system,150,leave.leave_guidelines
3457,happen share resign,150,leave.leave_guidelines
3458,n service,150,leave.leave_guidelines
3459,claim ti allowance,150,leave.leave_guidelines
3460,ti allowance,150,leave.leave_guidelines
3461,limit tcm visit,150,leave.leave_guidelines
3462,find msa,150,leave.leave_guidelines
3463,internet telephone bill,150,leave.leave_guidelines
3464,video,150,leave.leave_guidelines
3465,many day endash resign,150,leave.leave_guidelines
3466,year end performance development review,150,leave.leave_guidelines
3467,book room meeting,150,leave.leave_guidelines
3468,lost access card,150,leave.leave_guidelines
3469,one referral program,150,leave.leave_guidelines
3470,access pas,150,leave.leave_guidelines
3471,hr hotline,150,leave.leave_guidelines
3472,mobile calendar,150,leave.leave_guidelines
3473,compulsory acknowledge year end review,150,leave.leave_guidelines
3474,request hr intervention yer,150,leave.leave_guidelines
3475,need help laptop issue,150,leave.leave_guidelines
3476,want download file named appicationfilexlsx,150,leave.leave_guidelines
3477,february pay,150,leave.leave_guidelines
3478,create staff fd,150,leave.leave_guidelines
3479,rating result,150,leave.leave_guidelines
3480,scorecard,150,leave.leave_guidelines
3481,taking medical leave block leave,150,leave.leave_guidelines
3482,mc block leave,150,leave.leave_guidelines
3483,happens given medical leave block leave,150,leave.leave_guidelines
3484,neonatal care leave expire,150,leave.leave_guidelines
3485,national service deterrent,150,leave.leave_guidelines
3486,n deterrent,150,leave.leave_guidelines
3487,apply dependent pas,150,leave.leave_guidelines
3488,approval requirement,150,leave.leave_guidelines
3489,find reference letter,150,leave.leave_guidelines
3490,error msg access denied choose open file hardpoint,150,leave.leave_guidelines
3491,serving notice,150,leave.leave_guidelines
3492,point form,150,leave.leave_guidelines
3493,pm half day leave,150,leave.leave_guidelines
3494,daily temperature,150,leave.leave_guidelines
3495,letter acceptance,150,leave.leave_guidelines
3496,hr circular,150,leave.leave_guidelines
3497,apply annual leave 11 january 2021,150,leave.leave_guidelines
3498,time pm leave,150,leave.leave_guidelines
3499,half day,150,leave.leave_guidelines
3500,db font,150,leave.leave_guidelines
3501,pm leave time,150,leave.leave_guidelines
3502,working hour half day leave,150,leave.leave_guidelines
3503,time end work take pm leave without lunch,150,leave.leave_guidelines
3504,half day leave time end work,150,leave.leave_guidelines
3505,time leave take pm leave,150,leave.leave_guidelines
3506,enroll db share,150,leave.leave_guidelines
3507,buddy toolkit,150,leave.leave_guidelines
3508,download salary slip,150,leave.leave_guidelines
3509,panel general practitioner gp,150,leave.leave_guidelines
3510,even sign owner pan number,150,leave.leave_guidelines
3511,apply staff personal loan,150,leave.leave_guidelines
3512,request hr intervention,150,leave.leave_guidelines
3513,agree performance rating,150,leave.leave_guidelines
3514,staff allowed take private property sale management chairman position declaration required,150,leave.leave_guidelines
3515,claim db skillsflex,150,leave.leave_guidelines
3516,send lunch time allowance,150,leave.leave_guidelines
3517,db po branch open till 7pm,150,leave.leave_guidelines
3518,minimum salary rank,150,leave.leave_guidelines
3519,regarding dash share plan db kicker sg trading account opening,150,leave.leave_guidelines
3520,hr circular,150,leave.leave_guidelines
3521,frequent account locked issue,150,leave.leave_guidelines
3522,ffdab lieu,150,leave.leave_guidelines
3523,holiday early release,150,leave.leave_guidelines
3524,holiday early pay,150,leave.leave_guidelines
3525,reading resource,150,leave.leave_guidelines
3526,get singpass,150,leave.leave_guidelines
3527,year end compensation,150,leave.leave_guidelines
3528,compensation review,150,leave.leave_guidelines
3529,db reward philosophy,150,leave.leave_guidelines
3530,compensation announcement,150,leave.leave_guidelines
3531,variable wage,150,leave.leave_guidelines
3532,traineeship development plan,150,leave.leave_guidelines
3533,unable log onemobile em,150,leave.leave_guidelines
3534,mercer contact,150,leave.leave_guidelines
3535,staff mortgage loan,150,leave.leave_guidelines
3536,resign could shorten notice period,150,leave.leave_guidelines
3537,mp,150,leave.leave_guidelines
3538,many public holiday 2021 u claim view,150,leave.leave_guidelines
3539,many public holiday fall saturday year 2021,150,leave.leave_guidelines
3540,share resignation,150,leave.leave_guidelines
3541,recruitment,150,leave.leave_guidelines
3542,cloud computing hr,150,leave.leave_guidelines
3543,dash share plan capital gain,150,leave.leave_guidelines
3544,come,150,leave.leave_guidelines
3545,need access folder,150,leave.leave_guidelines
3546,cessation checklist,150,leave.leave_guidelines
3547,office room,150,leave.leave_guidelines
3548,book room office,150,leave.leave_guidelines
3549,reservist leave counted block leave,150,leave.leave_guidelines
3550,employee stock,150,leave.leave_guidelines
3551,regarding mc claim,150,leave.leave_guidelines
3552,retrieve old compensation history,150,leave.leave_guidelines
3553,chat hr,150,leave.leave_guidelines
3554,ask hr contact number,150,leave.leave_guidelines
3555,horizon refresher form,150,leave.leave_guidelines
3556,change corporate line pc code coup,150,leave.leave_guidelines
3557,dp application,150,leave.leave_guidelines
3558,retrieve compensation history,150,leave.leave_guidelines
3559,log id,150,leave.leave_guidelines
3560,microsoft team audio feature,150,leave.leave_guidelines
3561,isi notice period,150,leave.leave_guidelines
3562,internal job search,150,leave.leave_guidelines
3563,birthday,150,leave.leave_guidelines
3564,it expire,150,leave.leave_guidelines
3565,treasury market unified portal,150,leave.leave_guidelines
3566,hi request replacement alpha key r x key came keyboard laptop x270 thank created ticket yesterday incorrect option select,150,leave.leave_guidelines
3567,carry,150,leave.leave_guidelines
3568,access diana,150,leave.leave_guidelines
3569,db academy course,150,leave.leave_guidelines
3570,carried forward leave en crashed,150,leave.leave_guidelines
3571,apply access nursing room,150,leave.leave_guidelines
3572,apply access nursing room,150,leave.leave_guidelines
3573,early pay chinese new year,150,leave.leave_guidelines
3574,apply nursing room dah,150,leave.leave_guidelines
3575,want declare pip,150,leave.leave_guidelines
3576,hk pip question need pre declare closed end fund,150,leave.leave_guidelines
3577,check require pip clearance,150,leave.leave_guidelines
3578,bond,150,leave.leave_guidelines
3579,db holiday 2021,150,leave.leave_guidelines
3580,print working remotely,150,leave.leave_guidelines
3581,exit formality,150,leave.leave_guidelines
3582,glad course module started status even gone,150,leave.leave_guidelines
3583,staff home loan term condition,150,leave.leave_guidelines
3584,carpark,150,leave.leave_guidelines
3585,nice platform,150,leave.leave_guidelines
3586,hr business partner,150,leave.leave_guidelines
3587,get bonus resign,150,leave.leave_guidelines
3588,hire date,150,leave.leave_guidelines
3589,join date,150,leave.leave_guidelines
3590,n men bonus,150,leave.leave_guidelines
3591,indef bonus,150,leave.leave_guidelines
3592,laptop help,150,leave.leave_guidelines
3593,staff privilege,150,leave.leave_guidelines
3594,mrt dah,150,leave.leave_guidelines
3595,staff entertainment limit,150,leave.leave_guidelines
3596,cant login people hub,150,leave.leave_guidelines
3597,moving company,150,leave.leave_guidelines
3598,access card extension,150,leave.leave_guidelines
3599,apply shared mail box,150,leave.leave_guidelines
3600,pride rating,150,leave.leave_guidelines
3601,view access others,150,leave.leave_guidelines
3602,early released,150,leave.leave_guidelines
3603,share job,150,leave.leave_guidelines
3604,resignation ref rep,150,leave.leave_guidelines
3605,mob manning,150,leave.leave_guidelines
3606,apply credit card,150,leave.leave_guidelines
3607,claim skillsflex,150,leave.leave_guidelines
3608,apply neonatal leave,150,leave.leave_guidelines
3609,staff benefit new born,150,leave.leave_guidelines
3610,u like desert,150,leave.leave_guidelines
3611,employee benefit,150,leave.leave_guidelines
3612,remove access resigned staff,150,leave.leave_guidelines
3613,get employee back pd,150,leave.leave_guidelines
3614,glad learning,150,leave.leave_guidelines
3615,follow action required resigned staff,150,leave.leave_guidelines
3616,rating,150,leave.leave_guidelines
3617,appraisal process,150,leave.leave_guidelines
3618,learning hub mobile,150,leave.leave_guidelines
3619,see transport allowance qualify,150,leave.leave_guidelines
3620,transport allowance ed,150,leave.leave_guidelines
3621,check vendor list department,150,leave.leave_guidelines
3622,learning contract staff,150,leave.leave_guidelines
3623,check device allow use blackberry,150,leave.leave_guidelines
3624,peoplehub find bonus allocation team,150,leave.leave_guidelines
3625,access team salary bonus allocation,150,leave.leave_guidelines
3626,connect 1bankwifi,150,leave.leave_guidelines
3627,contact helpless,150,leave.leave_guidelines
3628,contact,150,leave.leave_guidelines
3629,video training,150,leave.leave_guidelines
3630,corporate rate db employee insurance product,150,leave.leave_guidelines
3631,buy db spark tie,150,leave.leave_guidelines
3632,apply 1bank mobile,150,leave.leave_guidelines
3633,notice period vp,150,leave.leave_guidelines
3634,hi pistol colleague work home unable connect internet since morning 830am till assist call hp 97367963 guide solve issue please,150,leave.leave_guidelines
3635,encountered problem em client app massage application access denied application authorizedcomblackberryema v1000 contact administrator,150,leave.leave_guidelines
3636,encountered problem em client massage application access denied application authorizedcomblackberryema v1000 contact administrator,150,leave.leave_guidelines
3637,update email organisation reporting,150,leave.leave_guidelines
3638,access decline,150,leave.leave_guidelines
3639,show enamecard,150,leave.leave_guidelines
3640,file holiday claim,150,leave.leave_guidelines
3641,website log ticket,150,leave.leave_guidelines
3642,claim ae bill,150,leave.leave_guidelines
3643,form w4,150,leave.leave_guidelines
3644,contact room booking,150,leave.leave_guidelines
3645,bonus,150,leave.leave_guidelines
3646,asia treasure card,150,leave.leave_guidelines
3647,db shuttlebus,150,leave.leave_guidelines
3648,hr email,150,leave.leave_guidelines
3649,festive bonus,150,leave.leave_guidelines
3650,digital enamecard,150,leave.leave_guidelines
3651,amend submitted comp review proposal,150,leave.leave_guidelines
3652,name card,150,leave.leave_guidelines
3653,meal transport allowance,150,leave.leave_guidelines
3654,hr useful link,150,leave.leave_guidelines
3655,accept retraction people hub,150,leave.leave_guidelines
3656,retract resignation,150,leave.leave_guidelines
3657,cancel cessation,150,leave.leave_guidelines
3658,staff book,150,leave.leave_guidelines
3659,see team meeting admin,150,leave.leave_guidelines
3660,regrettable,150,leave.leave_guidelines
3661,overtime timing,150,leave.leave_guidelines
3662,transport timing,150,leave.leave_guidelines
3663,time take transport,150,leave.leave_guidelines
3664,taxi,150,leave.leave_guidelines
3665,transport claim,150,leave.leave_guidelines
3666,compensation letter,150,leave.leave_guidelines
3667,generate payslip,150,leave.leave_guidelines
3668,review colleague access,150,leave.leave_guidelines
3669,check payslip,150,leave.leave_guidelines
3670,production operational cluster old,150,leave.leave_guidelines
3671,2021 holiday calendar,150,leave.leave_guidelines
3672,learning,150,leave.leave_guidelines
3673,get help general ledger account ownership glad learning,150,leave.leave_guidelines
3674,general ledger account ownership glad learning cant seem get module reflect completed even though ive completed,150,leave.leave_guidelines
3675,general ledger account ownership glad learning status show started ive completed module,150,leave.leave_guidelines
3676,grab,150,leave.leave_guidelines
3677,portal internal mobility,150,leave.leave_guidelines
3678,replicate access user,150,leave.leave_guidelines
3679,receive referral incentive,150,leave.leave_guidelines
3680,1,150,leave.leave_guidelines
3681,role db,150,leave.leave_guidelines
3682,role db 10years experience,150,leave.leave_guidelines
3683,role db experience,150,leave.leave_guidelines
3684,send back selfevaluation,150,leave.leave_guidelines
